dates,Open,High,low,close
1980-07-16,40,735,40,329
1980-07-17,623,623,180,604
1980-07-18,488,488,488,488
1980-07-19,877,877,679,807
1980-07-20,174,983,174,650
1980-07-21,20,86,20,86
1980-07-22,78,78,78,78
1980-07-23,821,823,821,821
1980-07-24,226,692,226,254
1980-07-25,536,579,239,423
1980-07-26,717,889,650,722
1980-07-27,378,378,296,321
1980-07-28,144,946,68,74
1980-07-29,858,858,858,858
1980-07-30,609,609,263,448
1980-07-31,279,680,279,566
1980-08-01,246,246,246,246
1980-08-02,952,952,720,933
1980-08-03,777,777,767,767
1980-08-04,839,839,630,832
1980-08-05,692,944,603,704
1980-08-06,160,230,160,212
1980-08-07,644,841,644,740
1980-08-08,681,681,491,667
1980-08-09,126,157,126,135
1980-08-10,683,781,467,684
1980-08-11,63,812,63,680
1980-08-12,745,745,745,745
1980-08-13,587,587,465,542
1980-08-14,441,441,441,441
1980-08-15,81,81,81,81
1980-08-16,593,593,108,555
1980-08-17,153,614,153,186
1980-08-18,799,799,799,799
1980-08-19,479,479,479,479
1980-08-20,632,823,632,729
1980-08-21,909,909,728,908
1980-08-22,237,961,52,783
1980-08-23,478,478,336,405
1980-08-24,166,901,166,536
1980-08-25,886,886,529,875
1980-08-26,655,655,537,625
1980-08-27,292,533,292,322
1980-08-28,261,690,251,424
1980-08-29,790,790,790,790
1980-08-30,564,740,564,587
1980-08-31,251,611,251,350
1980-09-01,90,288,90,146
1980-09-02,116,592,116,266
1980-09-03,648,648,102,634
1980-09-04,358,756,358,725
1980-09-05,850,850,166,455
1980-09-06,859,930,243,328
1980-09-07,877,877,355,443
1980-09-08,214,469,214,408
1980-09-09,694,779,303,575
1980-09-10,507,507,111,156
1980-09-11,26,688,26,177
1980-09-12,499,926,499,824
1980-09-13,929,929,786,825
1980-09-14,167,546,167,368
1980-09-15,731,731,399,694
1980-09-16,454,454,454,454
1980-09-17,121,121,121,121
1980-09-18,135,623,135,595
1980-09-19,345,345,128,259
1980-09-20,681,681,681,681
1980-09-21,142,346,142,155
1980-09-22,46,240,46,51
1980-09-23,433,496,93,353
1980-09-24,557,617,557,595
1980-09-25,990,990,926,943
1980-09-26,842,842,782,827
1980-09-27,578,909,578,647
1980-09-28,175,902,175,627
1980-09-29,405,568,220,556
1980-09-30,943,943,311,604
1980-10-01,582,582,427,498
1980-10-02,617,617,477,598
1980-10-03,927,927,249,361
1980-10-04,389,389,389,389
1980-10-05,550,991,148,488
1980-10-06,37,250,37,46
1980-10-07,465,465,465,465
1980-10-08,783,783,626,751
1980-10-09,143,143,143,143
1980-10-10,117,911,117,184
1980-10-11,245,668,39,626
1980-10-12,956,956,715,717
1980-10-13,636,916,540,764
1980-10-14,857,857,157,591
1980-10-15,450,682,450,487
1980-10-16,884,884,884,884
1980-10-17,609,609,609,609
1980-10-18,36,367,36,236
1980-10-19,98,298,98,260
1980-10-20,490,490,490,490
1980-10-21,674,674,162,432
1980-10-22,163,245,163,225
1980-10-23,317,317,292,302
1980-10-24,532,714,532,624
1980-10-25,655,771,655,770
1980-10-26,350,428,350,380
1980-10-27,240,898,174,515
1980-10-28,139,768,139,644
1980-10-29,442,442,442,442
1980-10-30,986,986,180,854
1980-10-31,562,995,285,933
1980-11-01,510,932,510,845
1980-11-02,505,722,505,585
1980-11-03,554,783,527,657
1980-11-04,101,335,101,279
1980-11-05,251,251,251,251
1980-11-06,510,766,510,711
1980-11-07,926,926,926,926
1980-11-08,818,818,619,656
1980-11-09,329,329,199,300
1980-11-10,963,963,594,841
1980-11-11,178,800,178,556
1980-11-12,302,478,78,155
1980-11-13,715,922,469,884
1980-11-14,195,787,169,370
1980-11-15,122,146,32,47
1980-11-16,785,785,303,378
1980-11-17,605,820,211,293
1980-11-18,607,607,305,412
1980-11-19,801,801,327,477
1980-11-20,484,484,484,484
1980-11-21,587,714,399,511
1980-11-22,822,822,822,822
1980-11-23,700,700,700,700
1980-11-24,181,362,181,301
1980-11-25,38,120,27,53
1980-11-26,817,817,412,520
1980-11-27,557,557,249,382
1980-11-28,849,849,339,518
1980-11-29,345,429,213,351
1980-11-30,694,694,489,577
1980-12-01,241,866,241,732
1980-12-02,843,972,35,419
1980-12-03,493,493,323,481
1980-12-04,543,543,543,543
1980-12-05,177,631,177,276
1980-12-06,264,754,264,569
1980-12-07,755,755,348,407
1980-12-08,789,798,467,736
1980-12-09,59,325,59,225
1980-12-10,812,812,812,812
1980-12-11,297,553,221,428
1980-12-12,544,741,343,631
1980-12-13,184,184,184,184
1980-12-14,539,673,172,506
1980-12-15,891,891,367,489
1980-12-16,865,865,788,838
1980-12-17,290,300,25,194
1980-12-18,693,693,693,693
1980-12-19,217,220,217,217
1980-12-20,539,539,32,163
1980-12-21,6,367,6,154
1980-12-22,554,554,202,334
1980-12-23,563,563,563,563
1980-12-24,456,830,345,436
1980-12-25,618,618,618,618
1980-12-26,39,605,39,493
1980-12-27,45,895,45,309
1980-12-28,258,609,258,600
1980-12-29,543,911,353,715
1980-12-30,757,952,255,356
1980-12-31,910,910,204,233
1981-01-01,721,721,515,695
1981-01-02,337,616,337,489
1981-01-03,512,512,232,463
1981-01-04,50,572,50,398
1981-01-05,588,862,329,384
1981-01-06,972,972,705,945
1981-01-07,690,690,690,690
1981-01-08,595,597,303,416
1981-01-09,583,583,583,583
1981-01-10,619,619,229,497
1981-01-11,669,669,643,660
1981-01-12,76,176,76,141
1981-01-13,65,74,65,74
1981-01-14,382,489,382,434
1981-01-15,154,486,154,224
1981-01-16,744,744,744,744
1981-01-17,927,927,422,815
1981-01-18,720,720,404,634
1981-01-19,173,713,173,628
1981-01-20,500,500,500,500
1981-01-21,357,357,357,357
1981-01-22,303,734,303,555
1981-01-23,438,845,438,728
1981-01-24,309,309,309,309
1981-01-25,761,761,761,761
1981-01-26,595,595,191,304
1981-01-27,303,303,303,303
1981-01-28,379,379,379,379
1981-01-29,574,947,574,789
1981-01-30,524,524,524,524
1981-01-31,128,366,128,285
1981-02-01,601,601,501,520
1981-02-02,122,182,122,129
1981-02-03,541,856,312,339
1981-02-04,862,862,346,785
1981-02-05,283,283,283,283
1981-02-06,253,961,253,297
1981-02-07,0,655,0,84
1981-02-08,536,945,536,940
1981-02-09,895,895,381,630
1981-02-10,635,635,421,479
1981-02-11,539,539,539,539
1981-02-12,172,172,172,172
1981-02-13,955,955,614,939
1981-02-14,794,794,107,267
1981-02-15,196,196,196,196
1981-02-16,86,161,86,154
1981-02-17,375,375,281,322
1981-02-18,905,905,43,643
1981-02-19,202,756,202,498
1981-02-20,778,778,742,764
1981-02-21,509,983,509,540
1981-02-22,339,339,339,339
1981-02-23,254,532,254,485
1981-02-24,944,944,160,394
1981-02-25,881,881,118,557
1981-02-26,249,249,249,249
1981-02-27,850,850,756,830
1981-02-28,496,496,139,439
1981-03-01,531,531,56,422
1981-03-02,160,889,108,386
1981-03-03,10,929,10,695
1981-03-04,11,530,11,106
1981-03-05,91,644,91,383
1981-03-06,36,241,36,116
1981-03-07,639,886,333,796
1981-03-08,649,649,404,528
1981-03-09,563,563,563,563
1981-03-10,317,603,240,251
1981-03-11,582,744,194,380
1981-03-12,861,861,32,541
1981-03-13,783,783,467,753
1981-03-14,435,435,183,371
1981-03-15,73,715,73,181
1981-03-16,688,688,56,170
1981-03-17,12,295,12,206
1981-03-18,307,420,307,362
1981-03-19,967,967,917,954
1981-03-20,604,604,24,581
1981-03-21,591,591,591,591
1981-03-22,985,985,258,505
1981-03-23,204,878,204,691
1981-03-24,945,945,379,940
1981-03-25,86,191,86,101
1981-03-26,538,593,225,545
1981-03-27,820,820,333,523
1981-03-28,17,800,17,721
1981-03-29,338,951,223,377
1981-03-30,102,559,102,366
1981-03-31,440,753,440,552
1981-04-01,107,271,107,236
1981-04-02,248,256,27,202
1981-04-03,186,630,76,412
1981-04-04,79,515,43,389
1981-04-05,593,593,593,593
1981-04-06,889,889,712,843
1981-04-07,542,564,542,547
1981-04-08,974,974,451,890
1981-04-09,247,370,247,263
1981-04-10,161,415,161,408
1981-04-11,139,181,139,143
1981-04-12,738,786,432,485
1981-04-13,782,784,782,784
1981-04-14,801,801,235,764
1981-04-15,986,986,599,855
1981-04-16,518,518,13,271
1981-04-17,298,298,218,261
1981-04-18,250,913,250,554
1981-04-19,45,481,45,184
1981-04-20,513,548,400,475
1981-04-21,7,892,7,315
1981-04-22,876,876,675,834
1981-04-23,521,542,521,528
1981-04-24,529,529,529,529
1981-04-25,646,646,526,634
1981-04-26,645,645,645,645
1981-04-27,130,323,130,288
1981-04-28,504,504,333,382
1981-04-29,936,936,702,838
1981-04-30,354,766,354,584
1981-05-01,400,688,339,616
1981-05-02,429,512,429,435
1981-05-03,71,945,71,802
1981-05-04,713,713,7,180
1981-05-05,92,581,15,89
1981-05-06,133,971,133,631
1981-05-07,136,174,136,165
1981-05-08,836,836,836,836
1981-05-09,382,643,382,540
1981-05-10,85,757,85,350
1981-05-11,218,895,218,259
1981-05-12,799,799,532,548
1981-05-13,793,818,674,719
1981-05-14,213,773,213,236
1981-05-15,46,970,46,471
1981-05-16,996,996,109,509
1981-05-17,813,892,58,452
1981-05-18,657,657,657,657
1981-05-19,207,394,207,304
1981-05-20,183,359,183,218
1981-05-21,123,761,123,686
1981-05-22,862,862,369,587
1981-05-23,884,884,884,884
1981-05-24,195,295,195,232
1981-05-25,487,782,472,532
1981-05-26,670,875,159,770
1981-05-27,482,482,482,482
1981-05-28,897,897,12,737
1981-05-29,121,949,121,458
1981-05-30,576,638,536,607
1981-05-31,954,954,740,898
1981-06-01,199,260,52,104
1981-06-02,435,513,435,500
1981-06-03,65,265,65,117
1981-06-04,335,335,335,335
1981-06-05,453,529,453,526
1981-06-06,608,608,58,608
1981-06-07,904,904,224,508
1981-06-08,859,859,292,854
1981-06-09,738,738,312,623
1981-06-10,427,863,427,778
1981-06-11,331,331,71,203
1981-06-12,344,641,344,565
1981-06-13,997,997,398,756
1981-06-14,503,503,503,503
1981-06-15,18,191,18,55
1981-06-16,298,790,298,584
1981-06-17,580,580,580,580
1981-06-18,873,873,873,873
1981-06-19,788,788,171,627
1981-06-20,38,883,38,162
1981-06-21,109,685,109,665
1981-06-22,495,495,323,414
1981-06-23,184,626,184,202
1981-06-24,526,526,478,492
1981-06-25,20,427,20,154
1981-06-26,17,596,17,332
1981-06-27,106,106,106,106
1981-06-28,26,274,26,235
1981-06-29,175,175,175,175
1981-06-30,973,973,548,815
1981-07-01,304,376,184,296
1981-07-02,340,647,5,157
1981-07-03,193,193,193,193
1981-07-04,836,836,371,383
1981-07-05,173,286,173,196
1981-07-06,854,854,800,811
1981-07-07,824,824,541,614
1981-07-08,813,813,675,748
1981-07-09,953,953,795,905
1981-07-10,403,412,403,407
1981-07-11,23,623,23,184
1981-07-12,100,296,100,232
1981-07-13,343,992,343,698
1981-07-14,545,545,545,545
1981-07-15,469,856,13,308
1981-07-16,605,613,419,456
1981-07-17,645,645,484,554
1981-07-18,199,199,55,103
1981-07-19,67,113,67,80
1981-07-20,395,395,76,259
1981-07-21,841,841,841,841
1981-07-22,759,759,305,531
1981-07-23,94,370,94,361
1981-07-24,701,986,36,356
1981-07-25,662,672,662,668
1981-07-26,403,610,244,294
1981-07-27,719,719,323,504
1981-07-28,314,420,314,416
1981-07-29,888,951,666,898
1981-07-30,162,726,64,124
1981-07-31,334,336,334,335
1981-08-01,980,980,105,826
1981-08-02,749,749,474,681
1981-08-03,600,600,143,377
1981-08-04,615,615,615,615
1981-08-05,497,497,493,494
1981-08-06,81,452,81,112
1981-08-07,312,312,312,312
1981-08-08,635,635,635,635
1981-08-09,509,609,509,591
1981-08-10,822,822,189,235
1981-08-11,415,415,415,415
1981-08-12,138,264,114,165
1981-08-13,439,642,439,443
1981-08-14,211,457,211,312
1981-08-15,98,801,98,374
1981-08-16,983,983,521,616
1981-08-17,816,816,419,550
1981-08-18,997,997,884,992
1981-08-19,727,810,727,778
1981-08-20,792,948,405,562
1981-08-21,616,616,349,534
1981-08-22,156,457,156,157
1981-08-23,131,285,49,59
1981-08-24,5,725,5,331
1981-08-25,209,498,209,366
1981-08-26,542,542,416,524
1981-08-27,339,339,339,339
1981-08-28,339,983,339,367
1981-08-29,818,818,26,568
1981-08-30,746,746,746,746
1981-08-31,88,88,88,88
1981-09-01,594,769,594,624
1981-09-02,56,219,56,145
1981-09-03,212,212,212,212
1981-09-04,969,969,184,655
1981-09-05,655,655,14,395
1981-09-06,223,897,223,305
1981-09-07,324,839,27,618
1981-09-08,185,411,185,407
1981-09-09,705,855,355,739
1981-09-10,925,925,639,925
1981-09-11,911,985,434,824
1981-09-12,24,201,24,198
1981-09-13,650,878,650,763
1981-09-14,100,585,58,310
1981-09-15,266,830,266,682
1981-09-16,977,977,257,819
1981-09-17,305,629,305,608
1981-09-18,46,985,46,879
1981-09-19,459,459,459,459
1981-09-20,996,996,838,890
1981-09-21,493,981,493,570
1981-09-22,631,631,612,615
1981-09-23,898,898,328,425
1981-09-24,762,762,762,762
1981-09-25,634,854,634,711
1981-09-26,194,980,194,915
1981-09-27,159,776,35,556
1981-09-28,246,246,246,246
1981-09-29,865,865,73,652
1981-09-30,977,977,937,948
1981-10-01,506,506,506,506
1981-10-02,963,963,364,845
1981-10-03,771,771,470,667
1981-10-04,535,535,535,535
1981-10-05,176,897,176,219
1981-10-06,852,892,852,858
1981-10-07,892,901,794,815
1981-10-08,801,801,801,801
1981-10-09,332,550,332,337
1981-10-10,270,270,270,270
1981-10-11,344,765,20,209
1981-10-12,892,892,787,866
1981-10-13,14,530,14,414
1981-10-14,649,671,380,562
1981-10-15,338,920,338,746
1981-10-16,115,115,115,115
1981-10-17,350,463,350,355
1981-10-18,316,760,316,694
1981-10-19,606,831,383,393
1981-10-20,553,553,553,553
1981-10-21,777,777,125,770
1981-10-22,277,567,277,559
1981-10-23,204,974,204,921
1981-10-24,493,493,323,468
1981-10-25,445,953,442,941
1981-10-26,639,639,639,639
1981-10-27,603,603,369,430
1981-10-28,287,687,287,526
1981-10-29,23,386,23,135
1981-10-30,54,663,54,187
1981-10-31,782,782,126,315
1981-11-01,177,935,177,475
1981-11-02,890,890,728,863
1981-11-03,633,633,633,633
1981-11-04,280,415,27,194
1981-11-05,810,810,810,810
1981-11-06,896,896,896,896
1981-11-07,661,800,2,395
1981-11-08,788,864,741,812
1981-11-09,538,692,44,177
1981-11-10,661,661,505,561
1981-11-11,977,977,22,848
1981-11-12,129,662,129,422
1981-11-13,234,234,234,234
1981-11-14,838,842,136,722
1981-11-15,541,541,414,418
1981-11-16,887,887,887,887
1981-11-17,856,856,87,820
1981-11-18,710,710,312,589
1981-11-19,373,391,179,334
1981-11-20,400,442,400,401
1981-11-21,274,658,274,436
1981-11-22,293,611,143,229
1981-11-23,425,970,319,634
1981-11-24,237,472,237,331
1981-11-25,721,914,289,427
1981-11-26,462,712,453,591
1981-11-27,898,898,423,602
1981-11-28,589,589,589,589
1981-11-29,774,774,740,765
1981-11-30,925,999,624,660
1981-12-01,742,742,568,609
1981-12-02,994,994,20,901
1981-12-03,392,392,111,358
1981-12-04,576,576,576,576
1981-12-05,588,588,588,588
1981-12-06,534,534,534,534
1981-12-07,310,539,85,537
1981-12-08,765,840,437,810
1981-12-09,621,621,160,489
1981-12-10,326,326,326,326
1981-12-11,106,845,106,275
1981-12-12,379,379,379,379
1981-12-13,129,337,129,263
1981-12-14,961,961,540,588
1981-12-15,357,373,160,206
1981-12-16,9,144,9,55
1981-12-17,820,820,568,694
1981-12-18,276,897,276,772
1981-12-19,973,973,130,743
1981-12-20,385,385,385,385
1981-12-21,319,482,169,359
1981-12-22,658,948,282,732
1981-12-23,145,200,145,162
1981-12-24,959,959,732,792
1981-12-25,893,893,456,868
1981-12-26,410,601,410,575
1981-12-27,956,956,166,371
1981-12-28,178,395,178,391
1981-12-29,335,838,335,338
1981-12-30,454,969,400,494
1981-12-31,378,472,78,140
1982-01-01,815,815,127,297
1982-01-02,799,832,199,531
1982-01-03,18,432,18,109
1982-01-04,952,952,53,905
1982-01-05,819,878,8,862
1982-01-06,790,790,790,790
1982-01-07,281,665,281,380
1982-01-08,182,546,182,224
1982-01-09,604,604,604,604
1982-01-10,306,374,306,355
1982-01-11,479,479,213,469
1982-01-12,349,349,349,349
1982-01-13,856,856,292,758
1982-01-14,466,921,466,790
1982-01-15,399,983,399,800
1982-01-16,869,869,566,744
1982-01-17,767,943,250,816
1982-01-18,929,929,838,899
1982-01-19,296,296,116,175
1982-01-20,232,659,232,371
1982-01-21,700,700,413,569
1982-01-22,517,519,236,295
1982-01-23,213,684,213,633
1982-01-24,776,936,546,620
1982-01-25,170,988,170,313
1982-01-26,331,799,331,508
1982-01-27,34,217,34,110
1982-01-28,539,668,539,639
1982-01-29,144,254,144,194
1982-01-30,405,892,324,457
1982-01-31,552,989,463,771
1982-02-01,574,706,277,569
1982-02-02,663,663,663,663
1982-02-03,323,323,323,323
1982-02-04,5,315,5,288
1982-02-05,859,859,549,675
1982-02-06,107,398,1,61
1982-02-07,132,954,132,247
1982-02-08,426,426,317,333
1982-02-09,327,787,192,581
1982-02-10,678,814,678,720
1982-02-11,545,545,290,536
1982-02-12,828,828,136,791
1982-02-13,728,728,526,545
1982-02-14,816,816,816,816
1982-02-15,975,975,375,964
1982-02-16,808,808,456,748
1982-02-17,101,695,101,378
1982-02-18,130,357,130,248
1982-02-19,394,791,330,744
1982-02-20,163,796,163,511
1982-02-21,288,288,288,288
1982-02-22,476,476,114,279
1982-02-23,976,976,469,670
1982-02-24,123,151,123,147
1982-02-25,906,906,166,383
1982-02-26,969,969,10,850
1982-02-27,462,884,116,746
1982-02-28,64,894,64,710
1982-03-01,580,931,192,532
1982-03-02,639,639,639,639
1982-03-03,185,894,185,319
1982-03-04,770,770,238,391
1982-03-05,460,850,460,725
1982-03-06,466,603,466,467
1982-03-07,62,62,62,62
1982-03-08,559,682,346,570
1982-03-09,791,791,271,285
1982-03-10,119,975,119,782
1982-03-11,931,931,429,652
1982-03-12,968,968,571,778
1982-03-13,206,717,206,533
1982-03-14,647,939,647,649
1982-03-15,302,808,302,523
1982-03-16,273,429,273,357
1982-03-17,951,951,755,850
1982-03-18,631,631,409,541
1982-03-19,457,660,98,410
1982-03-20,166,717,166,421
1982-03-21,740,791,740,778
1982-03-22,515,913,515,630
1982-03-23,210,210,210,210
1982-03-24,437,437,437,437
1982-03-25,974,974,387,967
1982-03-26,614,614,563,583
1982-03-27,6,101,6,26
1982-03-28,228,988,115,288
1982-03-29,241,620,241,571
1982-03-30,98,98,98,98
1982-03-31,698,698,171,618
1982-04-01,143,571,143,366
1982-04-02,984,984,876,967
1982-04-03,512,512,237,365
1982-04-04,184,486,184,473
1982-04-05,103,151,103,114
1982-04-06,879,881,544,608
1982-04-07,873,873,732,851
1982-04-08,418,934,418,466
1982-04-09,162,606,162,562
1982-04-10,873,873,148,156
1982-04-11,777,836,777,836
1982-04-12,495,495,346,438
1982-04-13,178,422,178,200
1982-04-14,633,633,106,410
1982-04-15,752,947,377,812
1982-04-16,373,677,373,599
1982-04-17,981,981,860,897
1982-04-18,51,346,51,209
1982-04-19,181,863,178,485
1982-04-20,907,907,167,830
1982-04-21,945,945,91,837
1982-04-22,584,840,43,542
1982-04-23,813,813,813,813
1982-04-24,301,995,103,282
1982-04-25,349,349,349,349
1982-04-26,442,835,442,750
1982-04-27,548,883,196,827
1982-04-28,506,506,130,363
1982-04-29,958,958,445,802
1982-04-30,617,617,617,617
1982-05-01,659,659,535,635
1982-05-02,983,983,190,303
1982-05-03,512,512,512,512
1982-05-04,284,479,160,418
1982-05-05,994,994,602,977
1982-05-06,14,838,14,491
1982-05-07,307,609,307,443
1982-05-08,895,895,335,738
1982-05-09,348,960,348,565
1982-05-10,722,947,722,846
1982-05-11,464,470,464,466
1982-05-12,675,830,139,795
1982-05-13,859,860,200,506
1982-05-14,674,689,498,651
1982-05-15,303,320,303,306
1982-05-16,905,905,523,650
1982-05-17,691,691,164,266
1982-05-18,805,805,805,805
1982-05-19,19,96,19,20
1982-05-20,197,818,197,289
1982-05-21,65,701,65,418
1982-05-22,515,537,515,521
1982-05-23,561,904,114,442
1982-05-24,207,885,149,477
1982-05-25,70,97,70,85
1982-05-26,784,784,112,636
1982-05-27,736,736,736,736
1982-05-28,993,993,126,664
1982-05-29,970,970,923,936
1982-05-30,269,269,269,269
1982-05-31,55,486,55,143
1982-06-01,35,191,35,134
1982-06-02,582,921,197,654
1982-06-03,365,476,365,463
1982-06-04,639,912,260,491
1982-06-05,249,291,249,253
1982-06-06,735,904,8,839
1982-06-07,723,723,723,723
1982-06-08,942,942,10,120
1982-06-09,919,919,919,919
1982-06-10,576,764,195,275
1982-06-11,314,335,139,153
1982-06-12,499,499,272,431
1982-06-13,559,692,56,272
1982-06-14,623,623,112,203
1982-06-15,906,917,657,917
1982-06-16,187,796,66,223
1982-06-17,631,935,58,870
1982-06-18,689,689,689,689
1982-06-19,426,426,426,426
1982-06-20,694,694,523,531
1982-06-21,894,894,508,543
1982-06-22,840,840,509,776
1982-06-23,361,361,361,361
1982-06-24,640,655,640,641
1982-06-25,45,260,12,150
1982-06-26,759,759,561,751
1982-06-27,139,536,139,457
1982-06-28,705,705,687,702
1982-06-29,758,758,604,622
1982-06-30,648,648,87,390
1982-07-01,884,906,1,321
1982-07-02,231,695,231,384
1982-07-03,953,953,915,921
1982-07-04,440,440,440,440
1982-07-05,146,832,146,572
1982-07-06,61,450,61,281
1982-07-07,910,910,84,241
1982-07-08,394,612,300,508
1982-07-09,213,537,213,316
1982-07-10,331,331,132,286
1982-07-11,550,906,359,638
1982-07-12,888,888,104,350
1982-07-13,649,649,649,649
1982-07-14,870,870,395,741
1982-07-15,88,802,88,309
1982-07-16,328,939,328,336
1982-07-17,105,505,102,196
1982-07-18,333,536,333,371
1982-07-19,934,934,742,757
1982-07-20,478,661,447,515
1982-07-21,439,997,439,775
1982-07-22,254,254,182,254
1982-07-23,913,913,115,728
1982-07-24,395,729,395,700
1982-07-25,717,717,717,717
1982-07-26,257,257,257,257
1982-07-27,947,947,136,547
1982-07-28,936,936,936,936
1982-07-29,134,724,134,365
1982-07-30,342,342,156,316
1982-07-31,765,765,765,765
1982-08-01,395,425,395,410
1982-08-02,374,374,374,374
1982-08-03,909,909,254,825
1982-08-04,271,942,88,363
1982-08-05,577,577,504,577
1982-08-06,316,775,316,671
1982-08-07,76,807,70,454
1982-08-08,155,329,155,293
1982-08-09,255,934,255,764
1982-08-10,431,650,201,283
1982-08-11,725,996,725,937
